Sample_Index,Y_Encoded,Y_Label
3698,1,EGFR
3699,2,KRAS
3700,1,EGFR
3701,1,EGFR
3702,2,KRAS
3703,2,KRAS
3704,1,EGFR
3705,2,KRAS
3706,1,EGFR
3707,1,EGFR
3708,3,Triple-Negative
3709,1,EGFR
3710,2,KRAS
3711,2,KRAS
3712,2,KRAS
3713,2,KRAS
3714,1,EGFR
3715,3,Triple-Negative
3716,1,EGFR
3717,3,Triple-Negative
3718,1,EGFR
3719,1,EGFR
3720,1,EGFR
3721,0,ALK
3722,3,Triple-Negative
3723,0,ALK
3724,1,EGFR
3725,3,Triple-Negative
3726,1,EGFR
3727,1,EGFR
3728,1,EGFR
3729,3,Triple-Negative
3730,2,KRAS
3731,1,EGFR
3732,2,KRAS
3733,1,EGFR
3734,3,Triple-Negative
3735,1,EGFR
3736,1,EGFR
3737,0,ALK
3738,1,EGFR
3739,3,Triple-Negative
3740,3,Triple-Negative
3741,3,Triple-Negative
3742,2,KRAS
3743,0,ALK
3744,3,Triple-Negative
3745,1,EGFR
3746,1,EGFR
3747,1,EGFR
3748,3,Triple-Negative
3749,2,KRAS
3750,2,KRAS
3751,2,KRAS
3752,0,ALK
3753,1,EGFR
3754,2,KRAS
3755,1,EGFR
3756,2,KRAS
3757,1,EGFR
3758,1,EGFR
3759,3,Triple-Negative
3760,1,EGFR
3761,1,EGFR
3762,2,KRAS
3763,1,EGFR
3764,2,KRAS
3765,1,EGFR
3766,3,Triple-Negative
3767,0,ALK
3768,1,EGFR
3769,3,Triple-Negative
3770,1,EGFR
3771,1,EGFR
3772,2,KRAS
3773,3,Triple-Negative
3774,2,KRAS
3775,1,EGFR
3776,2,KRAS
3777,1,EGFR
3778,2,KRAS
3779,1,EGFR
3780,2,KRAS
3781,3,Triple-Negative
3782,2,KRAS
3783,1,EGFR
3784,2,KRAS
3785,1,EGFR
3786,1,EGFR
3787,1,EGFR
3788,2,KRAS
3789,1,EGFR
3790,1,EGFR
3791,1,EGFR
3792,2,KRAS
3793,3,Triple-Negative
3794,1,EGFR
3795,1,EGFR
3796,1,EGFR
3797,2,KRAS
3798,1,EGFR
3799,3,Triple-Negative
3800,2,KRAS
3801,2,KRAS
3802,0,ALK
3803,1,EGFR
3804,1,EGFR
3805,2,KRAS
3806,2,KRAS
3807,1,EGFR
3808,2,KRAS
3809,1,EGFR
3810,2,KRAS
3811,1,EGFR
3812,1,EGFR
3813,1,EGFR
3814,3,Triple-Negative
3815,0,ALK
3816,2,KRAS
3817,3,Triple-Negative
3818,2,KRAS
3819,1,EGFR
3820,1,EGFR
3821,1,EGFR
3822,1,EGFR
3823,0,ALK
3824,0,ALK
3825,1,EGFR
3826,1,EGFR
3827,2,KRAS
3828,1,EGFR
3829,1,EGFR
3830,2,KRAS
3831,1,EGFR
3832,0,ALK
3833,2,KRAS
3834,1,EGFR
3835,2,KRAS
3836,1,EGFR
3837,1,EGFR
3838,2,KRAS
3839,1,EGFR
3840,2,KRAS
3841,1,EGFR
3842,2,KRAS
3843,1,EGFR
3844,2,KRAS
3845,1,EGFR
3846,0,ALK
3847,2,KRAS
3848,1,EGFR
3849,1,EGFR
3850,2,KRAS
3851,0,ALK
3852,1,EGFR
3853,1,EGFR
3854,1,EGFR
3855,1,EGFR
3856,2,KRAS
3857,2,KRAS
3858,1,EGFR
3859,2,KRAS
3860,3,Triple-Negative
3861,1,EGFR
3862,1,EGFR
3863,1,EGFR
3864,1,EGFR
3865,2,KRAS
3866,2,KRAS
3867,2,KRAS
3868,2,KRAS
3869,1,EGFR
3870,3,Triple-Negative
3871,0,ALK
3872,1,EGFR
3873,3,Triple-Negative
3874,2,KRAS
3875,3,Triple-Negative
3876,1,EGFR
3877,1,EGFR
3878,2,KRAS
3879,1,EGFR
3880,2,KRAS
3881,1,EGFR
3882,2,KRAS
3883,1,EGFR
3884,3,Triple-Negative
3885,1,EGFR
3886,2,KRAS
3887,1,EGFR
3888,1,EGFR
3889,1,EGFR
3890,1,EGFR
3891,1,EGFR
3892,2,KRAS
3893,1,EGFR
3894,2,KRAS
3895,1,EGFR
3896,3,Triple-Negative
3897,2,KRAS
3898,2,KRAS
3899,3,Triple-Negative
3900,3,Triple-Negative
3901,3,Triple-Negative
3902,1,EGFR
3903,2,KRAS
3904,3,Triple-Negative
3905,3,Triple-Negative
3906,2,KRAS
3907,1,EGFR
3908,1,EGFR
3909,1,EGFR
3910,1,EGFR
3911,2,KRAS
3912,2,KRAS
3913,2,KRAS
3914,1,EGFR
3915,2,KRAS
3916,3,Triple-Negative
3917,1,EGFR
3918,0,ALK
3919,2,KRAS
3920,1,EGFR
3921,3,Triple-Negative
3922,1,EGFR
3923,1,EGFR
3924,2,KRAS
3925,1,EGFR
3926,3,Triple-Negative
3927,1,EGFR
3928,3,Triple-Negative
3929,1,EGFR
3930,0,ALK
3931,3,Triple-Negative
3932,2,KRAS
3933,2,KRAS
3934,1,EGFR
3935,2,KRAS
3936,3,Triple-Negative
3937,0,ALK
3938,1,EGFR
3939,2,KRAS
3940,2,KRAS
3941,1,EGFR
3942,0,ALK
3943,1,EGFR
3944,1,EGFR
3945,1,EGFR
3946,2,KRAS
3947,1,EGFR
3948,3,Triple-Negative
3949,2,KRAS
3950,2,KRAS
3951,1,EGFR
3952,2,KRAS
3953,3,Triple-Negative
3954,2,KRAS
3955,2,KRAS
3956,1,EGFR
3957,2,KRAS
3958,1,EGFR
3959,1,EGFR
3960,2,KRAS
3961,2,KRAS
3962,2,KRAS
3963,1,EGFR
3964,2,KRAS
3965,1,EGFR
3966,3,Triple-Negative
3967,2,KRAS
3968,1,EGFR
3969,1,EGFR
3970,2,KRAS
3971,1,EGFR
3972,3,Triple-Negative
3973,3,Triple-Negative
3974,1,EGFR
3975,2,KRAS
3976,1,EGFR
3977,2,KRAS
3978,1,EGFR
3979,1,EGFR
3980,1,EGFR
3981,2,KRAS
3982,2,KRAS
3983,1,EGFR
3984,1,EGFR
3985,2,KRAS
3986,2,KRAS
3987,3,Triple-Negative
3988,1,EGFR
3989,2,KRAS
3990,1,EGFR
3991,2,KRAS
3992,1,EGFR
3993,2,KRAS
3994,1,EGFR
3995,2,KRAS
3996,2,KRAS
3997,2,KRAS
3998,3,Triple-Negative
3999,1,EGFR
4000,0,ALK
4001,1,EGFR
4002,1,EGFR
4003,2,KRAS
4004,3,Triple-Negative
4005,1,EGFR
4006,3,Triple-Negative
4007,3,Triple-Negative
4008,2,KRAS
4009,1,EGFR
4010,1,EGFR
4011,1,EGFR
4012,1,EGFR
4013,1,EGFR
4014,3,Triple-Negative
4015,3,Triple-Negative
4016,1,EGFR
4017,3,Triple-Negative
4018,2,KRAS
4019,2,KRAS
4020,1,EGFR
4021,2,KRAS
4022,2,KRAS
4023,2,KRAS
4024,1,EGFR
4025,2,KRAS
4026,1,EGFR
4027,2,KRAS
4028,3,Triple-Negative
4029,1,EGFR
4030,1,EGFR
4031,1,EGFR
4032,3,Triple-Negative
4033,2,KRAS
4034,1,EGFR
4035,2,KRAS
4036,2,KRAS
4037,2,KRAS
4038,2,KRAS
4039,1,EGFR
4040,2,KRAS
4041,2,KRAS
4042,1,EGFR
4043,1,EGFR
4044,2,KRAS
4045,2,KRAS
4046,1,EGFR
4047,2,KRAS
4048,3,Triple-Negative
4049,1,EGFR
4050,3,Triple-Negative
4051,1,EGFR
4052,1,EGFR
4053,3,Triple-Negative
4054,2,KRAS
4055,1,EGFR
4056,3,Triple-Negative
4057,0,ALK
4058,3,Triple-Negative
4059,1,EGFR
4060,1,EGFR
4061,3,Triple-Negative
4062,2,KRAS
4063,2,KRAS
4064,3,Triple-Negative
4065,2,KRAS
4066,1,EGFR
4067,1,EGFR
4068,3,Triple-Negative
4069,0,ALK
4070,1,EGFR
4071,2,KRAS
4072,2,KRAS
4073,3,Triple-Negative
4074,2,KRAS
4075,0,ALK
4076,1,EGFR
4077,1,EGFR
4078,2,KRAS
4079,1,EGFR
4080,2,KRAS
4081,1,EGFR
4082,1,EGFR
4083,1,EGFR
4084,1,EGFR
4085,1,EGFR
4086,1,EGFR
4087,1,EGFR
4088,0,ALK
4089,2,KRAS
4090,2,KRAS
4091,1,EGFR
4092,2,KRAS
4093,1,EGFR
4094,2,KRAS
4095,3,Triple-Negative
4096,1,EGFR
4097,3,Triple-Negative
4098,3,Triple-Negative
4099,1,EGFR
4100,2,KRAS
4101,3,Triple-Negative
4102,1,EGFR
4103,1,EGFR
4104,2,KRAS
4105,2,KRAS
4106,2,KRAS
4107,2,KRAS
4108,1,EGFR
4109,1,EGFR
4110,1,EGFR
4111,1,EGFR
4112,1,EGFR
4113,3,Triple-Negative
4114,2,KRAS
4115,3,Triple-Negative
4116,1,EGFR
4117,1,EGFR
4118,1,EGFR
4119,2,KRAS
4120,1,EGFR
4121,1,EGFR
4122,3,Triple-Negative
4123,2,KRAS
4124,1,EGFR
4125,2,KRAS
4126,2,KRAS
4127,2,KRAS
4128,3,Triple-Negative
4129,2,KRAS
4130,1,EGFR
4131,1,EGFR
4132,2,KRAS
4133,2,KRAS
4134,1,EGFR
4135,2,KRAS
4136,1,EGFR
4137,1,EGFR
4138,2,KRAS
4139,0,ALK
4140,3,Triple-Negative
4141,1,EGFR
4142,2,KRAS
4143,1,EGFR
4144,1,EGFR
4145,1,EGFR
4146,1,EGFR
4147,1,EGFR
4148,3,Triple-Negative
4149,1,EGFR
4150,1,EGFR
4151,1,EGFR
4152,2,KRAS
4153,3,Triple-Negative
4154,1,EGFR
4155,1,EGFR
4156,0,ALK
4157,2,KRAS
4158,3,Triple-Negative
4159,1,EGFR
4160,2,KRAS
4161,1,EGFR
4162,2,KRAS
4163,1,EGFR
4164,2,KRAS
4165,2,KRAS
4166,2,KRAS
4167,2,KRAS
4168,3,Triple-Negative
4169,3,Triple-Negative
4170,0,ALK
4171,1,EGFR
4172,1,EGFR
4173,0,ALK
4174,3,Triple-Negative
4175,1,EGFR
4176,3,Triple-Negative
4177,2,KRAS
4178,1,EGFR
4179,2,KRAS
4180,1,EGFR
4181,1,EGFR
4182,3,Triple-Negative
4183,3,Triple-Negative
4184,1,EGFR
4185,1,EGFR
4186,3,Triple-Negative
4187,2,KRAS
4188,1,EGFR
4189,1,EGFR
4190,2,KRAS
4191,1,EGFR
4192,2,KRAS
4193,2,KRAS
4194,3,Triple-Negative
4195,1,EGFR
4196,2,KRAS
4197,2,KRAS
4198,1,EGFR
4199,2,KRAS
4200,2,KRAS
4201,1,EGFR
4202,1,EGFR
4203,2,KRAS
4204,1,EGFR
4205,2,KRAS
4206,1,EGFR
4207,3,Triple-Negative
4208,3,Triple-Negative
4209,1,EGFR
4210,1,EGFR
4211,1,EGFR
4212,2,KRAS
4213,1,EGFR
4214,3,Triple-Negative
4215,2,KRAS
4216,1,EGFR
4217,2,KRAS
4218,1,EGFR
4219,1,EGFR
4220,3,Triple-Negative
4221,3,Triple-Negative
4222,0,ALK
4223,1,EGFR
4224,1,EGFR
4225,2,KRAS
4226,2,KRAS
4227,1,EGFR
4228,0,ALK
4229,1,EGFR
4230,0,ALK
4231,2,KRAS
4232,1,EGFR
4233,2,KRAS
4234,1,EGFR
4235,2,KRAS
4236,1,EGFR
4237,3,Triple-Negative
4238,1,EGFR
4239,1,EGFR
4240,1,EGFR
4241,2,KRAS
4242,3,Triple-Negative
4243,1,EGFR
4244,3,Triple-Negative
4245,0,ALK
4246,1,EGFR
4247,2,KRAS
4248,2,KRAS
4249,2,KRAS
4250,2,KRAS
4251,3,Triple-Negative
4252,2,KRAS
4253,2,KRAS
4254,1,EGFR
4255,2,KRAS
4256,1,EGFR
4257,3,Triple-Negative
4258,3,Triple-Negative
4259,1,EGFR
4260,1,EGFR
4261,2,KRAS
4262,1,EGFR
4263,1,EGFR
4264,1,EGFR
4265,1,EGFR
4266,2,KRAS
4267,2,KRAS
4268,1,EGFR
4269,2,KRAS
4270,1,EGFR
4271,2,KRAS
4272,2,KRAS
4273,0,ALK
4274,3,Triple-Negative
4275,2,KRAS
4276,2,KRAS
4277,2,KRAS
4278,2,KRAS
4279,2,KRAS
4280,2,KRAS
4281,1,EGFR
4282,1,EGFR
4283,3,Triple-Negative
4284,2,KRAS
4285,2,KRAS
4286,2,KRAS
4287,1,EGFR
4288,1,EGFR
4289,2,KRAS
4290,1,EGFR
4291,3,Triple-Negative
4292,1,EGFR
4293,2,KRAS
4294,3,Triple-Negative
4295,2,KRAS
4296,1,EGFR
4297,0,ALK
4298,1,EGFR
4299,2,KRAS
4300,2,KRAS
4301,1,EGFR
4302,1,EGFR
4303,2,KRAS
4304,3,Triple-Negative
4305,0,ALK
4306,3,Triple-Negative
4307,1,EGFR
4308,1,EGFR
4309,2,KRAS
4310,2,KRAS
4311,2,KRAS
4312,1,EGFR
4313,1,EGFR
4314,2,KRAS
4315,1,EGFR
4316,1,EGFR
4317,2,KRAS
4318,2,KRAS
4319,1,EGFR
4320,1,EGFR
4321,2,KRAS
4322,2,KRAS
4323,0,ALK
4324,1,EGFR
4325,2,KRAS
4326,2,KRAS
4327,2,KRAS
4328,1,EGFR
4329,2,KRAS
4330,1,EGFR
4331,2,KRAS
4332,1,EGFR
4333,1,EGFR
4334,2,KRAS
4335,1,EGFR
4336,1,EGFR
4337,2,KRAS
4338,0,ALK
4339,2,KRAS
4340,2,KRAS
4341,0,ALK
4342,1,EGFR
4343,1,EGFR
4344,3,Triple-Negative
4345,3,Triple-Negative
4346,2,KRAS
4347,1,EGFR
4348,1,EGFR
4349,1,EGFR
4350,2,KRAS
4351,2,KRAS
4352,1,EGFR
4353,1,EGFR
4354,2,KRAS
4355,3,Triple-Negative
4356,1,EGFR
4357,1,EGFR
4358,2,KRAS
4359,1,EGFR
4360,3,Triple-Negative
4361,2,KRAS
4362,3,Triple-Negative
4363,1,EGFR
4364,1,EGFR
4365,1,EGFR
4366,2,KRAS
4367,1,EGFR
4368,1,EGFR
4369,1,EGFR
4370,0,ALK
4371,3,Triple-Negative
4372,0,ALK
4373,3,Triple-Negative
4374,2,KRAS
4375,1,EGFR
4376,1,EGFR
4377,2,KRAS
4378,1,EGFR
4379,1,EGFR
4380,2,KRAS
4381,1,EGFR
4382,2,KRAS
4383,2,KRAS
4384,3,Triple-Negative
4385,1,EGFR
4386,2,KRAS
4387,1,EGFR
4388,1,EGFR
4389,1,EGFR
4390,1,EGFR
4391,1,EGFR
4392,1,EGFR
4393,2,KRAS
4394,1,EGFR
4395,3,Triple-Negative
4396,2,KRAS
4397,1,EGFR
4398,2,KRAS
4399,3,Triple-Negative
4400,2,KRAS
4401,2,KRAS
4402,2,KRAS
4403,2,KRAS
4404,0,ALK
4405,1,EGFR
4406,0,ALK
4407,3,Triple-Negative
4408,1,EGFR
4409,2,KRAS
4410,1,EGFR
4411,1,EGFR
4412,3,Triple-Negative
4413,1,EGFR
4414,1,EGFR
4415,3,Triple-Negative
4416,1,EGFR
4417,2,KRAS
4418,2,KRAS
4419,1,EGFR
4420,2,KRAS
4421,1,EGFR
4422,2,KRAS
4423,1,EGFR
4424,1,EGFR
4425,0,ALK
4426,1,EGFR
4427,2,KRAS
4428,1,EGFR
4429,2,KRAS
4430,1,EGFR
4431,3,Triple-Negative
4432,1,EGFR
4433,1,EGFR
4434,1,EGFR
4435,1,EGFR
4436,1,EGFR
4437,1,EGFR
4438,1,EGFR
4439,2,KRAS
4440,2,KRAS
4441,2,KRAS
4442,1,EGFR
4443,1,EGFR
4444,1,EGFR
4445,1,EGFR
4446,1,EGFR
4447,1,EGFR
4448,1,EGFR
4449,3,Triple-Negative
4450,1,EGFR
4451,1,EGFR
4452,1,EGFR
4453,3,Triple-Negative
4454,1,EGFR
4455,2,KRAS
4456,1,EGFR
4457,1,EGFR
4458,1,EGFR
4459,1,EGFR
4460,3,Triple-Negative
4461,2,KRAS
4462,1,EGFR
4463,1,EGFR
4464,1,EGFR
4465,1,EGFR
4466,1,EGFR
4467,1,EGFR
4468,2,KRAS
4469,2,KRAS
4470,1,EGFR
4471,1,EGFR
4472,1,EGFR
4473,1,EGFR
4474,2,KRAS
4475,1,EGFR
4476,2,KRAS
4477,1,EGFR
4478,3,Triple-Negative
4479,2,KRAS
4480,0,ALK
4481,2,KRAS
4482,1,EGFR
4483,0,ALK
4484,1,EGFR
4485,3,Triple-Negative
4486,3,Triple-Negative
4487,1,EGFR
4488,2,KRAS
4489,1,EGFR
4490,1,EGFR
4491,1,EGFR
4492,1,EGFR
4493,1,EGFR
4494,1,EGFR
4495,1,EGFR
4496,3,Triple-Negative
4497,1,EGFR
4498,1,EGFR
4499,2,KRAS
4500,2,KRAS
4501,2,KRAS
4502,3,Triple-Negative
4503,1,EGFR
4504,1,EGFR
4505,1,EGFR
4506,2,KRAS
4507,1,EGFR
4508,1,EGFR
4509,2,KRAS
4510,1,EGFR
4511,3,Triple-Negative
4512,2,KRAS
4513,1,EGFR
4514,3,Triple-Negative
4515,2,KRAS
4516,2,KRAS
4517,1,EGFR
4518,2,KRAS
4519,0,ALK
4520,2,KRAS
4521,1,EGFR
4522,2,KRAS
4523,0,ALK
4524,2,KRAS
4525,2,KRAS
4526,1,EGFR
4527,1,EGFR
4528,2,KRAS
4529,1,EGFR
4530,2,KRAS
4531,0,ALK
4532,1,EGFR
4533,3,Triple-Negative
4534,1,EGFR
4535,3,Triple-Negative
4536,2,KRAS
4537,3,Triple-Negative
4538,3,Triple-Negative
4539,3,Triple-Negative
4540,1,EGFR
4541,3,Triple-Negative
4542,0,ALK
4543,1,EGFR
4544,1,EGFR
4545,3,Triple-Negative
4546,2,KRAS
4547,2,KRAS
4548,2,KRAS
4549,1,EGFR
4550,3,Triple-Negative
4551,3,Triple-Negative
4552,1,EGFR
4553,3,Triple-Negative
4554,3,Triple-Negative
4555,3,Triple-Negative
4556,1,EGFR
4557,1,EGFR
4558,2,KRAS
4559,2,KRAS
4560,2,KRAS
4561,2,KRAS
4562,1,EGFR
4563,3,Triple-Negative
4564,1,EGFR
4565,1,EGFR
4566,2,KRAS
4567,1,EGFR
4568,3,Triple-Negative
4569,2,KRAS
4570,1,EGFR
4571,3,Triple-Negative
4572,2,KRAS
4573,2,KRAS
4574,0,ALK
4575,3,Triple-Negative
4576,2,KRAS
4577,1,EGFR
4578,1,EGFR
4579,0,ALK
4580,1,EGFR
4581,2,KRAS
4582,2,KRAS
4583,2,KRAS
4584,3,Triple-Negative
4585,3,Triple-Negative
4586,1,EGFR
4587,2,KRAS
4588,1,EGFR
4589,1,EGFR
4590,2,KRAS
4591,2,KRAS
4592,3,Triple-Negative
4593,2,KRAS
4594,3,Triple-Negative
4595,1,EGFR
4596,2,KRAS
4597,2,KRAS
4598,2,KRAS
4599,1,EGFR
4600,3,Triple-Negative
4601,3,Triple-Negative
4602,2,KRAS
4603,2,KRAS
4604,1,EGFR
4605,3,Triple-Negative
4606,1,EGFR
4607,1,EGFR
4608,1,EGFR
4609,1,EGFR
4610,2,KRAS
4611,3,Triple-Negative
4612,1,EGFR
4613,1,EGFR
4614,2,KRAS
4615,0,ALK
4616,3,Triple-Negative
4617,1,EGFR
4618,3,Triple-Negative
4619,1,EGFR
4620,1,EGFR
4621,1,EGFR
4622,3,Triple-Negative
4623,3,Triple-Negative
4624,1,EGFR
4625,2,KRAS
4626,1,EGFR
4627,2,KRAS
4628,3,Triple-Negative
4629,1,EGFR
4630,2,KRAS
4631,1,EGFR
4632,1,EGFR
4633,1,EGFR
4634,1,EGFR
4635,1,EGFR
4636,1,EGFR
4637,1,EGFR
4638,2,KRAS
4639,2,KRAS
4640,1,EGFR
4641,1,EGFR
4642,0,ALK
4643,3,Triple-Negative
4644,2,KRAS
4645,3,Triple-Negative
4646,1,EGFR
4647,2,KRAS
4648,1,EGFR
4649,0,ALK
4650,1,EGFR
4651,0,ALK
4652,0,ALK
4653,2,KRAS
4654,1,EGFR
4655,1,EGFR
4656,2,KRAS
4657,2,KRAS
4658,3,Triple-Negative
4659,0,ALK
4660,1,EGFR
4661,2,KRAS
4662,1,EGFR
4663,1,EGFR
4664,0,ALK
4665,3,Triple-Negative
4666,1,EGFR
4667,1,EGFR
4668,1,EGFR
4669,1,EGFR
4670,1,EGFR
4671,2,KRAS
4672,1,EGFR
4673,2,KRAS
4674,1,EGFR
4675,1,EGFR
4676,1,EGFR
4677,1,EGFR
4678,2,KRAS
4679,1,EGFR
4680,1,EGFR
4681,2,KRAS
4682,1,EGFR
4683,3,Triple-Negative
4684,2,KRAS
4685,2,KRAS
4686,1,EGFR
4687,1,EGFR
4688,3,Triple-Negative
4689,2,KRAS
4690,3,Triple-Negative
4691,2,KRAS
4692,1,EGFR
4693,2,KRAS
4694,1,EGFR
4695,3,Triple-Negative
4696,2,KRAS
4697,3,Triple-Negative
4698,1,EGFR
4699,2,KRAS
4700,1,EGFR
4701,1,EGFR
4702,2,KRAS
4703,3,Triple-Negative
4704,1,EGFR
4705,1,EGFR
4706,1,EGFR
4707,2,KRAS
4708,2,KRAS
4709,2,KRAS
4710,2,KRAS
4711,2,KRAS
4712,2,KRAS
4713,1,EGFR
4714,2,KRAS
4715,1,EGFR
4716,2,KRAS
4717,1,EGFR
4718,3,Triple-Negative
4719,1,EGFR
4720,1,EGFR
4721,0,ALK
4722,1,EGFR
4723,1,EGFR
4724,1,EGFR
4725,1,EGFR
4726,2,KRAS
4727,1,EGFR
4728,2,KRAS
4729,2,KRAS
4730,1,EGFR
4731,1,EGFR
4732,3,Triple-Negative
4733,3,Triple-Negative
4734,2,KRAS
4735,1,EGFR
4736,3,Triple-Negative
4737,2,KRAS
4738,2,KRAS
4739,3,Triple-Negative
4740,1,EGFR
4741,0,ALK
4742,0,ALK
4743,1,EGFR
4744,1,EGFR
4745,1,EGFR
4746,2,KRAS
4747,3,Triple-Negative
4748,1,EGFR
4749,3,Triple-Negative
4750,1,EGFR
4751,1,EGFR
4752,3,Triple-Negative
4753,2,KRAS
4754,1,EGFR
4755,0,ALK
4756,2,KRAS
4757,3,Triple-Negative
4758,2,KRAS
4759,2,KRAS
4760,3,Triple-Negative
4761,1,EGFR
4762,2,KRAS
4763,2,KRAS
4764,2,KRAS
4765,0,ALK
4766,2,KRAS
4767,2,KRAS
4768,1,EGFR
4769,2,KRAS
4770,3,Triple-Negative
4771,1,EGFR
4772,1,EGFR
4773,1,EGFR
4774,1,EGFR
4775,3,Triple-Negative
4776,2,KRAS
4777,2,KRAS
4778,1,EGFR
4779,1,EGFR
4780,1,EGFR
4781,1,EGFR
4782,1,EGFR
4783,3,Triple-Negative
4784,3,Triple-Negative
4785,1,EGFR
4786,2,KRAS
4787,1,EGFR
4788,2,KRAS
4789,1,EGFR
4790,2,KRAS
4791,1,EGFR
4792,1,EGFR
4793,1,EGFR
4794,1,EGFR
4795,2,KRAS
4796,2,KRAS
4797,2,KRAS
4798,1,EGFR
4799,3,Triple-Negative
4800,1,EGFR
4801,1,EGFR
4802,1,EGFR
4803,2,KRAS
4804,1,EGFR
4805,2,KRAS
4806,3,Triple-Negative
4807,1,EGFR
4808,1,EGFR
4809,2,KRAS
4810,1,EGFR
4811,1,EGFR
4812,1,EGFR
4813,3,Triple-Negative
4814,1,EGFR
4815,1,EGFR
4816,2,KRAS
4817,1,EGFR
4818,0,ALK
4819,2,KRAS
4820,2,KRAS
4821,1,EGFR
4822,2,KRAS
4823,1,EGFR
4824,1,EGFR
4825,1,EGFR
4826,2,KRAS
4827,2,KRAS
4828,2,KRAS
4829,1,EGFR
4830,1,EGFR
4831,2,KRAS
4832,2,KRAS
4833,1,EGFR
4834,2,KRAS
4835,2,KRAS
4836,1,EGFR
4837,1,EGFR
4838,1,EGFR
4839,1,EGFR
4840,1,EGFR
4841,1,EGFR
4842,0,ALK
4843,1,EGFR
4844,0,ALK
4845,3,Triple-Negative
4846,1,EGFR
4847,1,EGFR
4848,1,EGFR
4849,1,EGFR
4850,2,KRAS
4851,3,Triple-Negative
4852,1,EGFR
4853,3,Triple-Negative
4854,0,ALK
4855,0,ALK
4856,3,Triple-Negative
4857,1,EGFR
4858,1,EGFR
4859,1,EGFR
4860,2,KRAS
4861,1,EGFR
4862,0,ALK
4863,0,ALK
4864,1,EGFR
4865,1,EGFR
4866,1,EGFR
4867,1,EGFR
4868,2,KRAS
4869,1,EGFR
4870,3,Triple-Negative
4871,1,EGFR
4872,2,KRAS
4873,1,EGFR
4874,2,KRAS
4875,1,EGFR
4876,2,KRAS
4877,0,ALK
4878,2,KRAS
4879,1,EGFR
4880,2,KRAS
4881,3,Triple-Negative
4882,1,EGFR
4883,0,ALK
4884,2,KRAS
4885,0,ALK
4886,2,KRAS
4887,3,Triple-Negative
4888,0,ALK
4889,2,KRAS
4890,3,Triple-Negative
4891,1,EGFR
4892,1,EGFR
4893,1,EGFR
4894,1,EGFR
4895,1,EGFR
4896,2,KRAS
4897,0,ALK
4898,1,EGFR
4899,0,ALK
4900,2,KRAS
4901,1,EGFR
4902,0,ALK
4903,1,EGFR
4904,1,EGFR
4905,1,EGFR
4906,3,Triple-Negative
4907,1,EGFR
4908,2,KRAS
4909,3,Triple-Negative
4910,1,EGFR
4911,3,Triple-Negative
4912,3,Triple-Negative
4913,1,EGFR
4914,1,EGFR
4915,2,KRAS
4916,3,Triple-Negative
4917,1,EGFR
4918,0,ALK
4919,2,KRAS
4920,3,Triple-Negative
4921,2,KRAS
4922,3,Triple-Negative
4923,2,KRAS
4924,1,EGFR
4925,2,KRAS
4926,1,EGFR
4927,1,EGFR
4928,0,ALK
4929,2,KRAS
4930,1,EGFR
4931,3,Triple-Negative
4932,1,EGFR
4933,1,EGFR
4934,2,KRAS
4935,1,EGFR
4936,3,Triple-Negative
4937,1,EGFR
4938,2,KRAS
4939,1,EGFR
4940,1,EGFR
4941,1,EGFR
4942,2,KRAS
4943,1,EGFR
4944,1,EGFR
4945,1,EGFR
4946,0,ALK
4947,1,EGFR
4948,2,KRAS
4949,2,KRAS
4950,1,EGFR
4951,3,Triple-Negative
4952,3,Triple-Negative
4953,2,KRAS
4954,1,EGFR
4955,2,KRAS
4956,1,EGFR
4957,2,KRAS
4958,2,KRAS
4959,0,ALK
4960,3,Triple-Negative
4961,2,KRAS
4962,1,EGFR
4963,1,EGFR
4964,1,EGFR
4965,1,EGFR
4966,0,ALK
4967,2,KRAS
4968,2,KRAS
4969,1,EGFR
4970,2,KRAS
4971,1,EGFR
4972,3,Triple-Negative
4973,3,Triple-Negative
4974,1,EGFR
4975,3,Triple-Negative
4976,2,KRAS
4977,1,EGFR
4978,3,Triple-Negative
4979,2,KRAS
4980,1,EGFR
4981,1,EGFR
4982,1,EGFR
4983,0,ALK
4984,2,KRAS
4985,0,ALK
4986,3,Triple-Negative
4987,2,KRAS
4988,2,KRAS
4989,3,Triple-Negative
4990,2,KRAS
4991,2,KRAS
4992,2,KRAS
4993,2,KRAS
4994,2,KRAS
4995,2,KRAS
4996,1,EGFR
4997,1,EGFR
4998,1,EGFR
4999,1,EGFR
5000,3,Triple-Negative
5001,2,KRAS
5002,2,KRAS
5003,2,KRAS
5004,1,EGFR
5005,2,KRAS
5006,1,EGFR
5007,1,EGFR
5008,1,EGFR
5009,2,KRAS
5010,1,EGFR
5011,1,EGFR
5012,1,EGFR
5013,2,KRAS
5014,1,EGFR
5015,3,Triple-Negative
5016,0,ALK
5017,0,ALK
5018,3,Triple-Negative
5019,1,EGFR
5020,3,Triple-Negative
5021,2,KRAS
5022,2,KRAS
5023,3,Triple-Negative
5024,1,EGFR
5025,2,KRAS
5026,3,Triple-Negative
5027,1,EGFR
5028,1,EGFR
5029,2,KRAS
5030,1,EGFR
5031,1,EGFR
5032,2,KRAS
5033,1,EGFR
5034,2,KRAS
5035,2,KRAS
5036,2,KRAS
5037,1,EGFR
5038,3,Triple-Negative
5039,2,KRAS
